Season,DateTime,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HC,AC,HF,AF,HY,AY,HR,AR,B365H,B365D,B365A,ImpProb_H,ImpProb_D,ImpProb_A,HomeResult,AwayResult,Home_GF_avg,Home_GA_avg,Home_WinRate,Away_GF_avg,Away_GA_avg,Away_WinRate,Diff_GF,Diff_GA,Diff_WinRate,True,Pred,P_A,P_D,P_H,Profit,Capital
2021-22,2021-08-28 17:30:00+00:00,Liverpool,Chelsea,1,1,D,1.0,1.0,D,A Taylor,24.0,6.0,7.0,3.0,12.0,3.0,13.0,4.0,0.0,2.0,0.0,1.0,2.299114531612049,4.084460452807998,3.7006943172546993,0.4578421668316386,0.2577161882479978,0.2844416449203635,D,D,1.8,0.4,0.8,2.0,0.8,0.8,-0.1999999999999999,-0.4,0.0,D,D,0.352599099747737,0.3566072685034887,0.2907936317487743,0.0,110.59727330755784
2021-22,2021-08-29 14:00:00+00:00,Burnley,Leeds,1,1,D,0.0,0.0,D,M Oliver,12.0,12.0,3.0,2.0,5.0,5.0,13.0,9.0,4.0,3.0,0.0,0.0,2.299114531612049,4.084460452807998,3.7006943172546993,0.4578421668316386,0.2577161882479978,0.2844416449203635,D,D,0.6,2.6,0.0,1.8,1.6,0.6,-1.2000000000000002,1.0,-0.6,D,A,0.5017367074083567,0.2816520711675397,0.2166112214241035,-1.0,109.59727330755784
2021-22,2021-08-29 14:00:00+00:00,Tottenham,Watford,1,0,H,1.0,0.0,H,A Marriner,15.0,9.0,8.0,2.0,10.0,3.0,8.0,14.0,3.0,3.0,0.0,0.0,2.299114531612049,4.084460452807998,3.7006943172546993,0.4578421668316386,0.2577161882479978,0.2844416449203635,W,L,2.0,0.6,0.8,0.6,2.4,0.0,1.4,-1.7999999999999998,0.8,H,H,0.120399869014384,0.1847669863202919,0.6948331446653241,1.299114531612049,110.89638783916989
2021-22,2021-08-29 16:30:00+00:00,Wolves,Man United,0,1,A,0.0,0.0,D,M Dean,15.0,10.0,6.0,3.0,5.0,7.0,7.0,9.0,3.0,4.0,0.0,0.0,2.299114531612049,4.084460452807998,3.7006943172546993,0.4578421668316386,0.2577161882479978,0.2844416449203635,L,W,0.8,1.6,0.4,1.8,0.8,0.6,-1.0,0.8,-0.1999999999999999,A,A,0.5394588853073513,0.2681108557575597,0.1924302589350889,2.7006943172546993,113.59708215642459
2021-22,2021-09-11 12:30:00+00:00,Crystal Palace,Tottenham,3,0,H,0.0,0.0,D,J Moss,18.0,2.0,4.0,1.0,8.0,2.0,13.0,15.0,2.0,1.0,0.0,1.0,2.299114531612049,4.084460452807998,3.7006943172546993,0.4578421668316386,0.2577161882479978,0.2844416449203635,W,L,1.0,2.2,0.2,2.0,1.8,0.4,-1.0,0.4000000000000001,-0.2,H,A,0.4449281214862367,0.2624646900914384,0.2926071884223247,-1.0,112.59708215642459
2021-22,2021-09-11 15:00:00+00:00,Watford,Wolves,0,2,A,0.0,0.0,D,P Bankes,6.0,14.0,2.0,5.0,6.0,8.0,15.0,13.0,3.0,3.0,0.0,0.0,2.299114531612049,4.084460452807998,3.7006943172546993,0.4578421668316386,0.2577161882479978,0.2844416449203635,L,W,1.6,2.2,0.6,0.4,1.0,0.2,1.2000000000000002,1.2000000000000002,0.3999999999999999,A,H,0.3391149162241237,0.3135146388919545,0.3473704448839217,0.0,112.59708215642459
2021-22,2021-09-11 15:00:00+00:00,Southampton,West Ham,0,0,D,0.0,0.0,D,D Coote,11.0,13.0,3.0,3.0,5.0,4.0,10.0,12.0,3.0,1.0,0.0,1.0,2.299114531612049,4.084460452807998,3.7006943172546993,0.4578421668316386,0.2577161882479978,0.2844416449203635,D,D,1.6,1.2,0.4,2.4,1.6,0.6,-0.7999999999999998,-0.4000000000000001,-0.1999999999999999,D,A,0.4482483448131785,0.2843118406415421,0.2674398145452792,-1.0,111.59708215642459
2021-22,2021-09-11 15:00:00+00:00,Man United,Newcastle,4,1,H,1.0,0.0,H,A Taylor,21.0,12.0,7.0,3.0,7.0,3.0,9.0,2.0,1.0,0.0,0.0,0.0,2.299114531612049,4.084460452807998,3.7006943172546993,0.4578421668316386,0.2577161882479978,0.2844416449203635,W,L,2.4,1.8,0.4,1.8,1.2,0.6,0.5999999999999999,0.6000000000000001,-0.1999999999999999,H,H,0.3527938477023539,0.2758195470488804,0.3713866052487657,0.0,111.59708215642459
2021-22,2021-09-11 15:00:00+00:00,Leicester,Man City,0,1,A,0.0,0.0,D,P Tierney,6.0,25.0,1.0,8.0,5.0,8.0,4.0,11.0,1.0,2.0,0.0,0.0,2.299114531612049,4.084460452807998,3.7006943172546993,0.4578421668316386,0.2577161882479978,0.2844416449203635,L,W,2.0,1.8,0.6,2.0,1.6,0.6,0.0,0.1999999999999999,0.0,A,A,0.4050651491513111,0.3112385431665105,0.2836963076821783,2.7006943172546993,114.29777647367929
2021-22,2021-09-11 15:00:00+00:00,Brentford,Brighton,0,1,A,0.0,0.0,D,G Scott,7.0,4.0,1.0,2.0,1.0,6.0,9.0,12.0,3.0,2.0,0.0,0.0,2.299114531612049,4.084460452807998,3.7006943172546993,0.4578421668316386,0.2577161882479978,0.2844416449203635,L,W,2.0,0.0,1.0,0.6,1.2,0.2,1.4,-1.2,0.8,A,H,0.1408328428570509,0.1849140271650377,0.6742531299779112,-1.0,113.29777647367929
