Season,DateTime,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HC,AC,HF,AF,HY,AY,HR,AR,B365H,B365D,B365A,ImpProb_H,ImpProb_D,ImpProb_A,HomeResult,AwayResult,Home_GF_avg,Home_GA_avg,Home_WinRate,Away_GF_avg,Away_GA_avg,Away_WinRate,Diff_GF,Diff_GA,Diff_WinRate,P_H,P_D,P_A,Predicted,Profit,Capital
2021-22,2021-09-19 14:00:00+00:00,Brighton,Leicester,2,1,H,1.0,0.0,H,S Attwell,12.0,14.0,5.0,3.0,4.0,9.0,8.0,10.0,2.0,1.0,0.0,0.0,2.299114531612049,4.084460452807998,3.7006943172546993,0.4578421668316386,0.2577161882479978,0.2844416449203635,W,L,1.6,1.0,0.6,1.4,1.8,0.4,0.2000000000000001,-0.8,0.1999999999999999,0.2634740583517583,0.2656193360824971,0.4709066055657446,H,-1.0,82.2985410782123
2021-22,2021-09-19 14:00:00+00:00,West Ham,Man United,1,2,A,1.0,1.0,D,M Atkinson,13.0,17.0,4.0,10.0,2.0,11.0,5.0,8.0,0.0,0.0,0.0,0.0,2.299114531612049,4.084460452807998,3.7006943172546993,0.4578421668316386,0.2577161882479978,0.2844416449203635,L,W,1.8,1.0,0.4,1.4,0.6,0.6,0.4000000000000001,0.4,-0.1999999999999999,0.3469326721866965,0.2573703890430187,0.3956969387702849,H,0.0,82.2985410782123
2021-22,2021-09-19 16:30:00+00:00,Tottenham,Chelsea,0,3,A,0.0,0.0,D,P Tierney,8.0,20.0,2.0,10.0,5.0,11.0,4.0,15.0,0.0,1.0,0.0,0.0,2.299114531612049,4.084460452807998,3.7006943172546993,0.4578421668316386,0.2577161882479978,0.2844416449203635,L,W,1.8,0.4,0.8,1.4,0.8,0.6,0.4000000000000001,-0.4,0.2,0.2766348491101098,0.2664352729121885,0.4569298779777017,H,2.7006943172546993,84.999235395467
2021-22,2021-09-25 12:30:00+00:00,Chelsea,Man City,0,1,A,0.0,0.0,D,M Oliver,5.0,15.0,0.0,4.0,4.0,13.0,12.0,10.0,3.0,2.0,0.0,0.0,2.299114531612049,4.084460452807998,3.7006943172546993,0.4578421668316386,0.2577161882479978,0.2844416449203635,L,W,2.0,0.4,0.8,1.8,1.4,0.6,0.1999999999999999,-1.0,0.2,0.2584924946524315,0.2597337215769893,0.4817737837705791,H,2.7006943172546993,87.6999297127217
2021-22,2021-09-25 12:30:00+00:00,Man United,Aston Villa,0,1,A,0.0,0.0,D,M Dean,28.0,7.0,4.0,3.0,5.0,5.0,9.0,13.0,2.0,2.0,0.0,0.0,2.299114531612049,4.084460452807998,3.7006943172546993,0.4578421668316386,0.2577161882479978,0.2844416449203635,L,W,2.6,1.8,0.4,1.6,2.2,0.4,1.0,-0.4000000000000001,0.0,0.2469201480638395,0.2335477873403215,0.519532064595839,H,2.7006943172546993,90.4006240299764
2021-22,2021-09-25 15:00:00+00:00,Everton,Norwich,2,0,H,1.0,0.0,H,D Coote,11.0,10.0,4.0,2.0,6.0,4.0,12.0,9.0,2.0,3.0,0.0,0.0,2.299114531612049,4.084460452807998,3.7006943172546993,0.4578421668316386,0.2577161882479978,0.2844416449203635,W,L,1.6,1.0,0.6,0.2,2.8,0.0,1.4,-1.7999999999999998,0.6,0.1228694061986597,0.2129665577697641,0.664164036031576,H,-1.0,89.4006240299764
2021-22,2021-09-25 15:00:00+00:00,Leeds,West Ham,1,2,A,1.0,0.0,H,K Friend,15.0,20.0,5.0,7.0,5.0,7.0,10.0,6.0,3.0,2.0,0.0,0.0,2.299114531612049,4.084460452807998,3.7006943172546993,0.4578421668316386,0.2577161882479978,0.2844416449203635,L,W,1.6,1.4,0.4,2.0,1.0,0.6,-0.3999999999999999,0.3999999999999999,-0.1999999999999999,0.4172107560612645,0.2672515273707715,0.315537716567964,A,-1.0,88.4006240299764
2021-22,2021-09-25 15:00:00+00:00,Leicester,Burnley,2,2,D,1.0,2.0,A,C Kavanagh,22.0,9.0,5.0,3.0,8.0,4.0,10.0,8.0,2.0,4.0,0.0,0.0,2.299114531612049,4.084460452807998,3.7006943172546993,0.4578421668316386,0.2577161882479978,0.2844416449203635,D,D,1.4,2.0,0.4,1.4,1.2,0.4,0.0,0.8,0.0,0.3941436172933694,0.2771264768932966,0.3287299058133339,A,0.0,88.4006240299764
2021-22,2021-09-25 15:00:00+00:00,Watford,Newcastle,1,1,D,0.0,1.0,A,J Gillett,15.0,20.0,4.0,6.0,5.0,6.0,19.0,12.0,4.0,3.0,0.0,0.0,2.299114531612049,4.084460452807998,3.7006943172546993,0.4578421668316386,0.2577161882479978,0.2844416449203635,D,D,1.4,2.0,0.6,1.6,1.8,0.4,-0.2000000000000001,0.1999999999999999,0.1999999999999999,0.3605092804729606,0.2868014478781218,0.3526892716489176,A,0.0,88.4006240299764
2021-22,2021-09-25 17:30:00+00:00,Brentford,Liverpool,3,3,D,1.0,1.0,D,S Attwell,12.0,16.0,4.0,6.0,2.0,11.0,8.0,7.0,1.0,1.0,0.0,0.0,2.299114531612049,4.084460452807998,3.7006943172546993,0.4578421668316386,0.2577161882479978,0.2844416449203635,D,D,1.0,0.5,0.5,3.0,0.6,1.0,-2.0,-0.0999999999999999,-0.5,0.5318950740377086,0.2589217961505563,0.209183129811735,A,-1.0,87.4006240299764
2021-22,2021-09-26 14:00:00+00:00,Southampton,Wolves,0,1,A,0.0,0.0,D,A Madley,18.0,5.0,6.0,3.0,5.0,5.0,12.0,8.0,0.0,0.0,0.0,0.0,2.299114531612049,4.084460452807998,3.7006943172546993,0.4578421668316386,0.2577161882479978,0.2844416449203635,L,W,1.4,1.0,0.4,0.6,1.0,0.2,0.7999999999999999,0.0,0.2,0.2607808596490916,0.2640466437685765,0.4751724965823318,H,2.7006943172546993,90.1013183472311
2021-22,2021-09-26 16:30:00+00:00,Arsenal,Tottenham,3,1,H,3.0,0.0,H,C Pawson,12.0,10.0,7.0,4.0,4.0,4.0,12.0,13.0,2.0,1.0,0.0,0.0,2.299114531612049,4.084460452807998,3.7006943172546993,0.4578421668316386,0.2577161882479978,0.2844416449203635,W,L,1.2,0.8,0.6,1.6,2.0,0.4,-0.4000000000000001,-1.2,0.1999999999999999,0.2803281122966797,0.2782098613647199,0.4414620263386004,H,-1.0,89.1013183472311
2021-22,2021-09-27 20:00:00+00:00,Crystal Palace,Brighton,1,1,D,1.0,0.0,H,A Marriner,8.0,8.0,3.0,4.0,6.0,5.0,12.0,10.0,2.0,3.0,0.0,0.0,2.299114531612049,4.084460452807998,3.7006943172546993,0.4578421668316386,0.2577161882479978,0.2844416449203635,D,D,1.4,1.4,0.4,0.8,1.2,0.4,0.5999999999999999,0.1999999999999999,0.0,0.2986399654049752,0.2640574788335901,0.4373025557614346,H,-1.0,88.1013183472311
2021-22,2021-10-02 12:30:00+00:00,Man United,Everton,1,1,D,1.0,0.0,H,M Oliver,13.0,12.0,6.0,2.0,10.0,1.0,10.0,9.0,1.0,1.0,0.0,0.0,2.299114531612049,4.084460452807998,3.7006943172546993,0.4578421668316386,0.2577161882479978,0.2844416449203635,D,D,2.4,1.6,0.4,0.8,2.0,0.2,1.6,-0.3999999999999999,0.2,0.1924737587713915,0.2233011251867014,0.5842251160419071,H,-1.0,87.1013183472311
2021-22,2021-10-02 15:00:00+00:00,Burnley,Norwich,0,0,D,0.0,0.0,D,K Friend,14.0,10.0,4.0,2.0,9.0,5.0,13.0,3.0,5.0,2.0,0.0,0.0,2.299114531612049,4.084460452807998,3.7006943172546993,0.4578421668316386,0.2577161882479978,0.2844416449203635,D,D,0.4,2.2,0.0,0.0,2.8,0.0,0.4,-0.5999999999999996,0.0,0.2456094759387792,0.2634230863840568,0.490967437677164,H,-1.0,86.1013183472311
2021-22,2021-10-02 15:00:00+00:00,Chelsea,Southampton,3,1,H,1.0,0.0,H,M Atkinson,20.0,6.0,9.0,2.0,7.0,2.0,11.0,13.0,1.0,3.0,0.0,1.0,2.299114531612049,4.084460452807998,3.7006943172546993,0.4578421668316386,0.2577161882479978,0.2844416449203635,W,L,1.6,0.6,0.6,0.6,2.0,0.0,1.0,-1.4,0.6,0.1612408124636274,0.239878475946625,0.5988807115897475,H,-1.0,85.1013183472311
2021-22,2021-10-02 15:00:00+00:00,Leeds,Watford,1,0,H,1.0,0.0,H,S Hooper,20.0,5.0,4.0,1.0,6.0,3.0,10.0,16.0,0.0,3.0,0.0,0.0,2.299114531612049,4.084460452807998,3.7006943172546993,0.4578421668316386,0.2577161882479978,0.2844416449203635,W,L,1.8,1.8,0.4,1.2,2.0,0.2,0.6000000000000001,-0.1999999999999999,0.2,0.2711945083356362,0.2619743049030177,0.4668311867613461,H,-1.0,84.1013183472311
2021-22,2021-10-02 15:00:00+00:00,Wolves,Newcastle,2,1,H,1.0,1.0,D,G Scott,7.0,8.0,3.0,2.0,0.0,4.0,15.0,5.0,0.0,2.0,0.0,0.0,2.299114531612049,4.084460452807998,3.7006943172546993,0.4578421668316386,0.2577161882479978,0.2844416449203635,W,L,0.6,1.4,0.2,1.6,1.8,0.4,-1.0,-0.4000000000000001,-0.2,0.3930905756178428,0.2815601315277836,0.3253492928543735,A,0.0,84.1013183472311
2021-22,2021-10-02 17:30:00+00:00,Brighton,Arsenal,0,0,D,0.0,0.0,D,J Moss,21.0,8.0,2.0,2.0,8.0,5.0,8.0,5.0,2.0,1.0,0.0,0.0,2.299114531612049,4.084460452807998,3.7006943172546993,0.4578421668316386,0.2577161882479978,0.2844416449203635,D,D,1.6,1.2,0.6,1.0,1.6,0.6,0.6000000000000001,-0.4000000000000001,0.0,0.2640266807219878,0.2544366329345098,0.4815366863435023,H,-1.0,83.1013183472311
2021-22,2021-10-03 14:00:00+00:00,West Ham,Brentford,1,2,A,0.0,1.0,A,P Bankes,18.0,13.0,5.0,6.0,11.0,6.0,16.0,13.0,2.0,3.0,0.0,0.0,2.299114531612049,4.084460452807998,3.7006943172546993,0.4578421668316386,0.2577161882479978,0.2844416449203635,L,W,2.0,1.2,0.4,1.0,0.3333333333333333,0.3333333333333333,1.0,0.8666666666666667,0.0666666666666667,0.3168447913857327,0.2605455749582545,0.4226096336560128,H,2.7006943172546993,85.8020126644858
2021-22,2021-10-03 14:00:00+00:00,Tottenham,Aston Villa,2,1,H,1.0,0.0,H,C Kavanagh,17.0,14.0,8.0,3.0,5.0,8.0,11.0,14.0,2.0,1.0,0.0,0.0,2.299114531612049,4.084460452807998,3.7006943172546993,0.4578421668316386,0.2577161882479978,0.2844416449203635,W,L,1.0,1.0,0.6,1.4,2.0,0.4,-0.3999999999999999,-1.0,0.1999999999999999,0.2895928147096592,0.2832170395075881,0.4271901457827525,H,-1.0,84.8020126644858
2021-22,2021-10-03 14:00:00+00:00,Crystal Palace,Leicester,2,2,D,0.0,2.0,A,A Taylor,18.0,9.0,4.0,5.0,1.0,3.0,15.0,11.0,2.0,3.0,0.0,0.0,2.299114531612049,4.084460452807998,3.7006943172546993,0.4578421668316386,0.2577161882479978,0.2844416449203635,D,D,1.6,1.2,0.4,1.4,2.0,0.4,0.2000000000000001,-0.8,0.0,0.2706538478925827,0.256673847947269,0.4726723041601481,H,-1.0,83.8020126644858
2021-22,2021-10-03 16:30:00+00:00,Liverpool,Man City,2,2,D,0.0,0.0,D,P Tierney,6.0,12.0,4.0,3.0,3.0,4.0,10.0,12.0,3.0,3.0,0.0,0.0,2.299114531612049,4.084460452807998,3.7006943172546993,0.4578421668316386,0.2577161882479978,0.2844416449203635,D,D,2.0,0.2,0.8,1.6,1.4,0.6,0.3999999999999999,-1.2,0.2,0.2307874664831364,0.2503042908154143,0.5189082427014494,H,-1.0,82.8020126644858
2021-22,2021-10-16 12:30:00+00:00,Watford,Liverpool,0,5,A,0.0,2.0,A,J Moss,6.0,19.0,2.0,8.0,1.0,9.0,4.0,10.0,0.0,0.0,0.0,0.0,2.299114531612049,4.084460452807998,3.7006943172546993,0.4578421668316386,0.2577161882479978,0.2844416449203635,L,W,1.2,2.0,0.4,2.8,0.8,0.8,-1.6,1.2,-0.4,0.5832523519350793,0.2484291330113528,0.1683185150535678,A,-1.0,81.8020126644858
2021-22,2021-10-16 15:00:00+00:00,Aston Villa,Wolves,2,3,A,0.0,0.0,D,M Oliver,14.0,9.0,5.0,4.0,6.0,7.0,8.0,17.0,2.0,3.0,0.0,0.0,2.299114531612049,4.084460452807998,3.7006943172546993,0.4578421668316386,0.2577161882479978,0.2844416449203635,L,W,1.6,0.4,0.6,0.6,0.8,0.4,1.0,-0.4,0.1999999999999999,0.2252440833204544,0.2503133239391422,0.5244425927404034,H,2.7006943172546993,84.5027069817405
2021-22,2021-10-16 15:00:00+00:00,Leicester,Man United,4,2,H,1.0,1.0,D,C Pawson,22.0,18.0,11.0,6.0,4.0,3.0,5.0,17.0,0.0,3.0,0.0,0.0,2.299114531612049,4.084460452807998,3.7006943172546993,0.4578421668316386,0.2577161882479978,0.2844416449203635,W,L,1.4,2.2,0.2,1.8,0.8,0.8,-0.4000000000000001,1.4,-0.6000000000000001,0.5069573505297359,0.2469824487973335,0.2460602006729306,A,1.299114531612049,85.80182151335255
2021-22,2021-10-16 15:00:00+00:00,Man City,Burnley,2,0,H,1.0,0.0,H,M Atkinson,15.0,7.0,6.0,2.0,6.0,2.0,11.0,5.0,1.0,0.0,0.0,0.0,2.299114531612049,4.084460452807998,3.7006943172546993,0.4578421668316386,0.2577161882479978,0.2844416449203635,W,L,3.2,0.4,0.6,1.0,1.6,0.2,2.2,-1.2000000000000002,0.3999999999999999,0.1244107473130235,0.1843991116963424,0.691190140990634,H,-1.0,84.80182151335255
2021-22,2021-10-16 15:00:00+00:00,Norwich,Brighton,0,0,D,0.0,0.0,D,P Bankes,15.0,11.0,3.0,3.0,8.0,4.0,5.0,14.0,3.0,5.0,0.0,0.0,2.299114531612049,4.084460452807998,3.7006943172546993,0.4578421668316386,0.2577161882479978,0.2844416449203635,D,D,0.4,2.8,0.0,1.0,1.2,0.4,-0.6,1.6,-0.4,0.504938646179368,0.266696655229156,0.2283646985914758,A,-1.0,83.80182151335255
2021-22,2021-10-16 15:00:00+00:00,Southampton,Leeds,1,0,H,0.0,0.0,D,D Coote,19.0,3.0,5.0,0.0,8.0,1.0,16.0,14.0,2.0,3.0,0.0,0.0,2.299114531612049,4.084460452807998,3.7006943172546993,0.4578421668316386,0.2577161882479978,0.2844416449203635,W,L,0.8,1.0,0.2,1.8,1.4,0.4,-1.0,-0.3999999999999999,-0.2,0.3973116487843152,0.2789449084321828,0.3237434427835021,A,0.0,83.80182151335255
2021-22,2021-10-16 17:30:00+00:00,Brentford,Chelsea,0,1,A,0.0,1.0,A,A Taylor,17.0,5.0,7.0,1.0,5.0,5.0,13.0,8.0,1.0,1.0,0.0,0.0,2.299114531612049,4.084460452807998,3.7006943172546993,0.4578421668316386,0.2577161882479978,0.2844416449203635,L,W,1.6666666666666667,1.3333333333333333,0.3333333333333333,1.8,0.8,0.6,-0.1333333333333333,0.5333333333333332,-0.2666666666666666,0.4065967295483824,0.2618682813692683,0.3315349890823492,A,-1.0,82.80182151335255
2021-22,2021-10-17 14:00:00+00:00,Everton,West Ham,0,1,A,0.0,0.0,D,S Attwell,15.0,16.0,2.0,4.0,7.0,9.0,3.0,3.0,0.0,2.0,0.0,0.0,2.299114531612049,4.084460452807998,3.7006943172546993,0.4578421668316386,0.2577161882479978,0.2844416449203635,L,W,1.8,0.6,0.8,2.0,1.0,0.6,-0.1999999999999999,-0.4,0.2,0.3279255743832927,0.2786955722470892,0.3933788533696181,H,0.0,82.80182151335255
2021-22,2021-10-17 16:30:00+00:00,Newcastle,Tottenham,2,3,A,1.0,3.0,A,A Marriner,7.0,14.0,1.0,4.0,2.0,9.0,13.0,4.0,4.0,1.0,1.0,0.0,2.299114531612049,4.084460452807998,3.7006943172546993,0.4578421668316386,0.2577161882479978,0.2844416449203635,L,W,1.8,2.2,0.2,1.4,2.2,0.4,0.4000000000000001,0.0,-0.2,0.3179387801376528,0.2522972437216982,0.4297639761406491,H,2.7006943172546993,85.50251583060725
2021-22,2021-10-18 20:00:00+00:00,Arsenal,Crystal Palace,2,2,D,1.0,0.0,H,M Dean,17.0,9.0,6.0,6.0,6.0,4.0,7.0,4.0,1.0,1.0,0.0,0.0,2.299114531612049,4.084460452807998,3.7006943172546993,0.4578421668316386,0.2577161882479978,0.2844416449203635,D,D,1.8,0.8,0.8,0.6,2.6,0.0,1.2000000000000002,-1.8,0.8,0.1311004111995758,0.2271039627069076,0.6417956260935166,H,-1.0,84.50251583060725
2021-22,2021-10-22 20:00:00+00:00,Arsenal,Aston Villa,3,1,H,2.0,0.0,H,C Pawson,22.0,10.0,9.0,4.0,7.0,4.0,17.0,10.0,2.0,5.0,0.0,0.0,2.299114531612049,4.084460452807998,3.7006943172546993,0.4578421668316386,0.2577161882479978,0.2844416449203635,W,L,1.6,1.0,0.6,1.2,1.8,0.4,0.4000000000000001,-0.8,0.1999999999999999,0.2475584668111386,0.2602013985837452,0.492240134605116,H,-1.0,83.50251583060725
2021-22,2021-10-23 12:30:00+00:00,Chelsea,Norwich,7,0,H,3.0,0.0,H,A Madley,23.0,3.0,13.0,1.0,5.0,0.0,14.0,16.0,0.0,2.0,0.0,1.0,2.299114531612049,4.084460452807998,3.7006943172546993,0.4578421668316386,0.2577161882479978,0.2844416449203635,W,L,2.2,0.6,0.8,0.0,2.6,0.0,2.2,-2.0,0.8,0.0840992004594459,0.1785029881510336,0.7373978113895204,H,-1.0,82.50251583060725
2021-22,2021-10-23 15:00:00+00:00,Crystal Palace,Newcastle,1,1,D,0.0,0.0,D,D England,15.0,6.0,3.0,2.0,3.0,7.0,13.0,9.0,3.0,4.0,0.0,0.0,2.299114531612049,4.084460452807998,3.7006943172546993,0.4578421668316386,0.2577161882479978,0.2844416449203635,D,D,1.4,1.2,0.2,1.0,1.8,0.2,0.3999999999999999,-0.6000000000000001,0.0,0.2626997429731101,0.2554389485129806,0.4818613085139092,H,-1.0,81.50251583060725
2021-22,2021-10-23 15:00:00+00:00,Everton,Watford,2,5,A,1.0,1.0,D,G Scott,15.0,20.0,4.0,8.0,3.0,5.0,9.0,13.0,4.0,3.0,0.0,0.0,2.299114531612049,4.084460452807998,3.7006943172546993,0.4578421668316386,0.2577161882479978,0.2844416449203635,L,W,1.8,0.6,0.8,1.0,1.6,0.2,0.8,-1.0,0.6000000000000001,0.1968149708466021,0.2573459897338471,0.5458390394195508,H,2.7006943172546993,84.20321014786195
2021-22,2021-10-23 15:00:00+00:00,Leeds,Wolves,1,1,D,0.0,1.0,A,R Jones,18.0,8.0,4.0,4.0,6.0,3.0,15.0,14.0,2.0,3.0,0.0,0.0,2.299114531612049,4.084460452807998,3.7006943172546993,0.4578421668316386,0.2577161882479978,0.2844416449203635,D,D,1.4,1.6,0.4,1.2,0.8,0.6,0.1999999999999999,0.8,-0.1999999999999999,0.3860228845265371,0.2667275475399547,0.347249567933508,A,0.0,84.20321014786195
2021-22,2021-10-23 15:00:00+00:00,Southampton,Burnley,2,2,D,1.0,1.0,D,C Kavanagh,16.0,9.0,4.0,5.0,6.0,2.0,10.0,11.0,1.0,3.0,0.0,0.0,2.299114531612049,4.084460452807998,3.7006943172546993,0.4578421668316386,0.2577161882479978,0.2844416449203635,D,D,0.4,0.8,0.2,0.6,2.0,0.0,-0.1999999999999999,-1.2,0.2,0.2493191267433151,0.2783464248167449,0.4723344484399398,H,-1.0,83.20321014786195
2021-22,2021-10-23 17:30:00+00:00,Brighton,Man City,1,4,A,0.0,3.0,A,K Friend,10.0,23.0,5.0,14.0,7.0,6.0,10.0,6.0,2.0,3.0,0.0,0.0,2.299114531612049,4.084460452807998,3.7006943172546993,0.4578421668316386,0.2577161882479978,0.2844416449203635,L,W,1.4,1.0,0.6,1.2,1.2,0.4,0.1999999999999999,-0.1999999999999999,0.1999999999999999,0.2984502915722063,0.2766229743576751,0.4249267340701185,H,2.7006943172546993,85.90390446511665
2021-22,2021-10-24 14:00:00+00:00,Brentford,Leicester,1,2,A,0.0,1.0,A,S Hooper,15.0,10.0,5.0,6.0,9.0,2.0,13.0,7.0,1.0,1.0,0.0,0.0,2.299114531612049,4.084460452807998,3.7006943172546993,0.4578421668316386,0.2577161882479978,0.2844416449203635,L,W,1.25,1.25,0.25,1.4,2.2,0.2,-0.1499999999999999,-0.9500000000000002,0.0499999999999999,0.2813754644366205,0.2671979945510806,0.4514265410122989,H,2.7006943172546993,88.60459878237135
2021-22,2021-10-24 14:00:00+00:00,West Ham,Tottenham,1,0,H,0.0,0.0,D,P Tierney,13.0,7.0,4.0,4.0,2.0,4.0,11.0,4.0,2.0,1.0,0.0,0.0,2.299114531612049,4.084460452807998,3.7006943172546993,0.4578421668316386,0.2577161882479978,0.2844416449203635,W,L,2.2,1.4,0.4,1.8,2.0,0.6,0.4000000000000001,-0.6000000000000001,-0.1999999999999999,0.2852899793746282,0.241849620730316,0.4728603998950558,H,-1.0,87.60459878237135
2021-22,2021-10-24 16:30:00+00:00,Man United,Liverpool,0,5,A,0.0,4.0,A,A Taylor,12.0,19.0,4.0,8.0,6.0,3.0,10.0,8.0,6.0,0.0,1.0,0.0,2.299114531612049,4.084460452807998,3.7006943172546993,0.4578421668316386,0.2577161882479978,0.2844416449203635,L,W,2.2,1.0,0.4,3.4,0.6,0.8,-1.1999999999999995,0.4,-0.4,0.5159992317657054,0.2483252080273145,0.2356755602069799,A,-1.0,86.60459878237135
2021-22,2021-10-30 12:30:00+00:00,Leicester,Arsenal,0,2,A,0.0,2.0,A,M Oliver,16.0,9.0,8.0,5.0,7.0,6.0,8.0,11.0,2.0,0.0,0.0,0.0,2.299114531612049,4.084460452807998,3.7006943172546993,0.4578421668316386,0.2577161882479978,0.2844416449203635,L,W,1.8,1.8,0.4,0.8,1.6,0.4,1.0,0.1999999999999999,0.0,0.2717422221293146,0.250925574033131,0.4773322038375545,H,2.7006943172546993,89.30529309962606
2021-22,2021-10-30 15:00:00+00:00,Burnley,Brentford,3,1,H,3.0,0.0,H,J Moss,15.0,12.0,6.0,5.0,4.0,2.0,7.0,10.0,1.0,1.0,0.0,0.0,2.299114531612049,4.084460452807998,3.7006943172546993,0.4578421668316386,0.2577161882479978,0.2844416449203635,W,L,0.4,1.4,0.0,1.25,0.5,0.5,-0.85,0.8999999999999999,-0.5,0.483772322847155,0.2658721815323444,0.2503554956205006,A,1.299114531612049,90.6044076312381
2021-22,2021-10-30 15:00:00+00:00,Liverpool,Brighton,2,2,D,2.0,1.0,H,M Dean,14.0,9.0,3.0,6.0,5.0,3.0,8.0,5.0,2.0,2.0,0.0,0.0,2.299114531612049,4.084460452807998,3.7006943172546993,0.4578421668316386,0.2577161882479978,0.2844416449203635,D,D,2.0,0.6,0.6,0.8,0.8,0.4,1.2,-0.2,0.1999999999999999,0.2277686286587014,0.2448984667825143,0.5273329045587843,H,-1.0,89.6044076312381
2021-22,2021-10-30 15:00:00+00:00,Man City,Crystal Palace,0,2,A,0.0,1.0,A,A Marriner,14.0,8.0,3.0,3.0,7.0,1.0,11.0,11.0,2.0,3.0,1.0,0.0,2.299114531612049,4.084460452807998,3.7006943172546993,0.4578421668316386,0.2577161882479978,0.2844416449203635,L,W,3.4,0.0,0.8,0.8,2.4,0.0,2.6,-2.4,0.8,0.0675145887433352,0.1480656354489753,0.7844197758076893,H,2.7006943172546993,92.3051019484928
2021-22,2021-10-30 15:00:00+00:00,Newcastle,Chelsea,0,3,A,0.0,0.0,D,P Tierney,6.0,19.0,1.0,6.0,0.0,2.0,14.0,12.0,3.0,2.0,0.0,0.0,2.299114531612049,4.084460452807998,3.7006943172546993,0.4578421668316386,0.2577161882479978,0.2844416449203635,L,W,1.6,2.0,0.2,1.6,0.6,0.6,0.0,1.4,-0.3999999999999999,0.4628118383306664,0.2548628242752538,0.2823253373940796,A,-1.0,91.3051019484928
2021-22,2021-10-30 15:00:00+00:00,Watford,Southampton,0,1,A,0.0,1.0,A,P Bankes,10.0,12.0,4.0,1.0,5.0,8.0,16.0,6.0,2.0,2.0,0.0,0.0,2.299114531612049,4.084460452807998,3.7006943172546993,0.4578421668316386,0.2577161882479978,0.2844416449203635,L,W,0.8,2.8,0.2,0.8,2.2,0.0,0.0,0.5999999999999996,0.2,0.356664010250483,0.2918943296499826,0.3514416600995342,A,0.0,91.3051019484928
2021-22,2021-10-30 17:30:00+00:00,Tottenham,Man United,0,3,A,0.0,1.0,A,S Attwell,9.0,10.0,0.0,4.0,10.0,2.0,12.0,14.0,2.0,3.0,0.0,0.0,2.299114531612049,4.084460452807998,3.7006943172546993,0.4578421668316386,0.2577161882479978,0.2844416449203635,L,W,1.0,1.2,0.6,1.6,1.4,0.6,-0.6000000000000001,-0.1999999999999999,0.0,0.3704607613156744,0.2851165612064259,0.3444226774778997,A,0.0,91.3051019484928
2021-22,2021-10-31 14:00:00+00:00,Norwich,Leeds,1,2,A,0.0,0.0,D,A Taylor,14.0,13.0,3.0,6.0,5.0,0.0,14.0,23.0,1.0,4.0,0.0,0.0,2.299114531612049,4.084460452807998,3.7006943172546993,0.4578421668316386,0.2577161882479978,0.2844416449203635,L,W,0.4,2.0,0.0,1.0,1.6,0.2,-0.6,0.3999999999999999,-0.2,0.4084190527713136,0.2818107905584247,0.3097701566702617,A,-1.0,90.3051019484928
2021-22,2021-10-31 16:30:00+00:00,Aston Villa,West Ham,1,4,A,1.0,2.0,A,C Kavanagh,9.0,21.0,3.0,9.0,3.0,6.0,7.0,13.0,1.0,2.0,1.0,0.0,2.299114531612049,4.084460452807998,3.7006943172546993,0.4578421668316386,0.2577161882479978,0.2844416449203635,L,W,2.0,1.0,0.6,2.0,0.8,0.8,0.0,0.1999999999999999,-0.2,0.374520042858629,0.2599072364296758,0.3655727207116951,A,0.0,90.3051019484928
2021-22,2021-11-01 20:00:00+00:00,Wolves,Everton,2,1,H,2.0,0.0,H,M Atkinson,10.0,14.0,4.0,5.0,4.0,3.0,10.0,8.0,1.0,1.0,0.0,0.0,2.299114531612049,4.084460452807998,3.7006943172546993,0.4578421668316386,0.2577161882479978,0.2844416449203635,W,L,0.6,1.4,0.2,1.0,2.2,0.2,-0.4,-0.8000000000000003,0.0,0.3025463933297173,0.2792611948215817,0.418192411848701,H,-1.0,89.3051019484928
2021-22,2021-11-05 20:00:00+00:00,Southampton,Aston Villa,1,0,H,1.0,0.0,H,A Madley,9.0,14.0,3.0,3.0,10.0,8.0,12.0,12.0,2.0,2.0,0.0,0.0,2.299114531612049,4.084460452807998,3.7006943172546993,0.4578421668316386,0.2577161882479978,0.2844416449203635,W,L,0.8,0.8,0.2,1.0,2.2,0.2,-0.1999999999999999,-1.4,0.0,0.2514393366464622,0.2631888200624114,0.4853718432911265,H,-1.0,88.3051019484928
2021-22,2021-11-06 12:30:00+00:00,Man United,Man City,0,2,A,0.0,2.0,A,M Oliver,5.0,16.0,1.0,5.0,1.0,9.0,9.0,12.0,1.0,2.0,0.0,0.0,2.299114531612049,4.084460452807998,3.7006943172546993,0.4578421668316386,0.2577161882479978,0.2844416449203635,L,W,2.0,1.8,0.4,1.6,0.8,0.6,0.3999999999999999,1.0,-0.1999999999999999,0.3943380873963956,0.2584007335331439,0.3472611790704604,A,0.0,88.3051019484928
2021-22,2021-11-06 15:00:00+00:00,Brentford,Norwich,1,2,A,0.0,2.0,A,J Gillett,19.0,9.0,7.0,5.0,6.0,2.0,12.0,13.0,2.0,3.0,0.0,0.0,2.299114531612049,4.084460452807998,3.7006943172546993,0.4578421668316386,0.2577161882479978,0.2844416449203635,L,W,1.2,1.4,0.2,0.0,3.0,0.0,1.2,-1.6,0.2,0.1450771617164609,0.2145680143791719,0.640354823904367,H,2.7006943172546993,91.0057962657475
